"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"778","Ma","HonN","03m","Q5","MC","12",3,"SSS","S",2002,2.254362,7.152001,2003,5.16886,13.017987,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.12","2002","2003",1,0,0,1,"growth",0.812867006094027,1.64265216130464,0.660752769596267,0.829785155210617,-0.180253158531203
"781","Ma","HonN","03m","Q5","MC","16",3,"SSS","S",2002,2.638747,7.545526,2003,2.55896,10.241258,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.16","2002","2003",1,0,0,1,"growth",0.970304183277805,0.939600925949584,0.941490208086408,-0.0307032573282209,-0.180253158531203
"784","Ma","HonN","03m","Q5","MC","21",3,"SSS","S",2002,5.790439,14.129695,2003,2.080984,7.227341,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.21","2002","2003",1,0,0,1,"growth",1.75620810909065,0.732840858770695,3.08426692243575,-1.02336725031995,-0.180253158531203
"785","Ma","HonN","03m","Q5","MC","22",3,"SSS","S",2002,9.000568,17.466119,2003,19.205744,22.79229,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.22","2002","2003",1,0,0,1,"growth",2.19728768645591,2.95520940095898,4.82807317705076,0.757921714503071,-0.180253158531203
"791","Ma","HonN","03m","Q5","MC","30",3,"USS","S",2002,8.978492,17.724244,2003,4.638859,12.746624,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.30","2002","2003",1,0,0,1,"growth",2.19483193948199,1.53446843082612,4.81728724257026,-0.660363508655872,-0.180253158531203
"792","Ma","HonN","03m","Q5","MC","38",3,"RSS","S",2002,0.942781,3.807144,2003,0.740267,3.881181,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.38","2002","2003",1,0,0,1,"growth",-0.0589212608597596,-0.300744347049678,0.00347171498130384,-0.241823086189919,-0.180253158531203
"793","Ma","HonN","03m","Q5","MC","39",3,"RS","S",2002,1.580391,6.29588,2003,1.799184,6.875813,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.39","2002","2003",1,0,0,1,"growth",0.457672284778063,0.587333228782165,0.209463920253973,0.129660944004101,-0.180253158531203
"794","Ma","HonN","03m","Q5","MC","40",3,"RS","S",2002,0.75838,4.413573,2003,1.701638,5.719555,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.40","2002","2003",1,0,0,1,"growth",-0.276570699697071,0.531591316577433,0.0764913519309274,0.808162016274504,-0.180253158531203
"795","Ma","HonN","03m","Q5","MC","41",3,"RS","S",2002,1.918026,6.784708,2003,5.984996,13.77559,1,"growth",0,85.487867,396.296407,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2002","Honolua.N.2002","Honolua.N.Q5.MC.41","2002","2003",1,0,0,1,"growth",0.651296532156646,1.7892556706722,0.424187172799273,1.13795913851556,-0.180253158531203
"799","Ma","HonN","03m","Q1","MC","01",3,"SSSS","S",2003,9.767325,17.778851,2004,11.239347,22.399252,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.01","2003","2004",1,0,0,1,"growth",2.27904263122656,2.41942074669249,5.1940353149481,0.140378115465928,2.10392244018601
"800","Ma","HonN","03m","Q1","MC","03",3,"IISS","S",2003,2.975155,13.708517,2004,1.090821,5.097197,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.03","2003","2004",1,0,0,1,"growth",1.09029613848073,0.086930623729173,1.18874566958599,-1.00336551475155,2.10392244018601
"801","Ma","HonN","03m","Q1","MC","03b",3,"ISS","S",2003,0.29421,2.606702,2004,0.822011,5.591147,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.03b","2003","2004",1,0,0,1,"growth",-1.2234614809098,-0.196001502020361,1.49685799527,1.02745997888944,2.10392244018601
"802","Ma","HonN","03m","Q1","MC","04",3,"ISSS","S",2003,198.565176,105.408644,2004,204.274328,108.461109,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.04","2003","2004",1,0,0,1,"growth",5.29111738880389,5.31946383558233,27.9959232221029,0.028346446778445,2.10392244018601
"803","Ma","HonN","03m","Q1","MC","04a",3,"ISSS","S",2003,1.821456,6.633427,2004,3.02443,8.65646,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.04a","2003","2004",1,0,0,1,"growth",0.599636181259268,1.10672264397562,0.359563549875198,0.507086462716354,2.10392244018601
"804","Ma","HonN","03m","Q1","MC","05",3,"SIIS","S",2003,2.474889,7.19872,2004,3.7919,12.245266,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.05","2003","2004",1,0,0,1,"growth",0.906195546530082,1.33286721273703,0.821190368550954,0.426671666206948,2.10392244018601
"805","Ma","HonN","03m","Q1","MC","05a",3,"ISS","S",2003,0.338286,2.700592,2004,1.373914,4.900279,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.05a","2003","2004",1,0,0,1,"growth",-1.08386358743932,0.317663600866006,1.17476027617682,1.40152718830532,2.10392244018601
"807","Ma","HonN","03m","Q1","MC","06",3,"SUSS","S",2003,44.132573,51.984351,2004,34.612775,38.497503,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.06","2003","2004",1,0,0,1,"growth",3.78719812658972,3.54422283357205,14.3428696500447,-0.242975293017661,2.10392244018601
"811","Ma","HonN","03m","Q1","MC","11",3,"RSS","S",2003,3.431346,12.421561,2004,1.173931,4.510066,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.11","2003","2004",1,0,0,1,"growth",1.2329526040264,0.160357946254489,1.52017212377548,-1.07259465777191,2.10392244018601
"812","Ma","HonN","03m","Q1","MC","13",3,"RS","S",2003,6.017527,20.493884,2004,0.503855,3.225134,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.13","2003","2004",1,0,0,1,"growth",1.79467637757819,-0.685466750716594,3.22086330023719,-2.48014312829479,2.10392244018601
"813","Ma","HonN","03m","Q1","MC","09",3,"SSSS","S",2003,25.140063,35.287423,2004,40.622677,55.51277,1,"growth",0,323.694701,937.591505,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2003","Honolua.N.2003","Honolua.N.Q1.MC.09","2003","2004",1,0,0,1,"growth",3.22446270912555,3.70432645747651,10.3971597625413,0.479863748350965,2.10392244018601
"854","Ma","HonN","03m","Q2","MC","11",3,"USIS","S",2003,2.420126,7.312449,2004,1.393393,4.624357,1,"growth",0,67.373611,393.090041,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2003","Honolua.N.2003","Honolua.N.Q2.MC.11","2003","2004",1,0,0,1,"growth",0.883819604928904,0.331741779918185,0.781137094056685,-0.552077825010719,-0.353951540098697
"859","Ma","HonN","03m","Q2","MC","14",3,"SIUS","S",2003,12.638434,22.280197,2004,15.097476,21.60527,1,"growth",0,67.373611,393.090041,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2003","Honolua.N.2003","Honolua.N.Q2.MC.14","2003","2004",1,0,0,1,"growth",2.53674248863835,2.71452757753149,6.43506245366309,0.177785088893142,-0.353951540098697
"861","Ma","HonN","03m","Q2","MC","19",3,"RS","S",2003,0.568057,3.55595,2004,1.08173,4.787799,1,"growth",0,67.373611,393.090041,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2003","Honolua.N.2003","Honolua.N.Q2.MC.19","2003","2004",1,0,0,1,"growth",-0.565533513183246,0.0785616113917383,0.319828154533385,0.644095124574984,-0.353951540098697
"864","Ma","HonN","03m","Q2","MC","22",3,"RSS","S",2003,7.874372,22.507082,2004,13.187241,23.857871,1,"growth",0,67.373611,393.090041,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2003","Honolua.N.2003","Honolua.N.Q2.MC.22","2003","2004",1,0,0,1,"growth",2.06361343550007,2.579249771233,4.25850041117639,0.515636335732928,-0.353951540098697
"866","Ma","HonN","03m","Q2","MC","25",3,"RSS","S",2003,11.614362,21.062585,2004,12.65222,29.132377,1,"growth",0,67.373611,393.090041,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2003","Honolua.N.2003","Honolua.N.Q2.MC.25","2003","2004",1,0,0,1,"growth",2.45224243574256,2.53783269384739,6.01349296365662,0.0855902581048291,-0.353951540098697
"915","Ma","HonN","03m","Q3","MC","02",3,"SSIS","S",2003,2.796671,7.90821,2004,1.366071,5.992205,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.02","2003","2004",1,0,0,1,"growth",1.02842978127345,0.311938736371802,1.05766781501016,-0.71649104490165,-0.718770808250776
"916","Ma","HonN","03m","Q3","MC","02a",3,"IS","S",2003,1.008323,4.071837,2004,3.369898,11.594707,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.02a","2003","2004",1,0,0,1,"growth",0.00828855482830044,1.2148824768439,6.87001411417426e-05,1.2065939220156,-0.718770808250776
"917","Ma","HonN","03m","Q3","MC","03",3,"SSUS","S",2003,5.431629,14.329478,2004,1.554847,5.595323,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.03","2003","2004",1,0,0,1,"growth",1.69223908895484,0.441377148507401,2.86367313418671,-1.25086194044744,-0.718770808250776
"918","Ma","HonN","03m","Q3","MC","08",3,"RUS","S",2003,3.599287,11.29559,2004,0.839286,3.962926,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.08","2003","2004",1,0,0,1,"growth",1.28073577029092,-0.175203748599617,1.64028411330267,-1.45593951889053,-0.718770808250776
"919","Ma","HonN","03m","Q3","MC","10",3,"RSS","S",2003,13.189061,23.075672,2004,2.154337,9.14701,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.10","2003","2004",1,0,0,1,"growth",2.5793877738994,0.767483019607177,6.65324128814168,-1.81190475429222,-0.718770808250776
"920","Ma","HonN","03m","Q3","MC","11",3,"RSS","S",2003,3.30321,10.188676,2004,3.13648,11.113526,1,"growth",0,29.328181,52.291319,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2003","Honolua.N.2003","Honolua.N.Q3.MC.11","2003","2004",1,0,0,1,"growth",1.19489472295256,1.14310115199998,1.42777339893988,-0.0517935709525851,-0.718770808250776
"924","Ma","HonN","03m","Q4","MC","01",3,"SSSS","S",2003,43.915257,44.973505,2004,61.764226,39.535813,1,"growth",0,102.574064,384.003249,0,"Honolua","N","Honolua.N","Honolua.N.Q4","Honolua.N.Q4.2003","Honolua.N.2003","Honolua.N.Q4.MC.01","2003","2004",1,0,0,1,"growth",3.78226179956646,4.12332432954136,14.3055043204597,0.341062529974899,-0.0164128790274034
"925","Ma","HonN","03m","Q4","MC","04",3,"MUIS","S",2003,42.576707,46.181568,2004,32.637455,31.283766,1,"growth",0,102.574064,384.003249,0,"Honolua","N","Honolua.N","Honolua.N.Q4","Honolua.N.Q4.2003","Honolua.N.2003","Honolua.N.Q4.MC.04","2003","2004",1,0,0,1,"growth",3.75130731969686,3.48546055524222,14.0723066068112,-0.26584676445464,-0.0164128790274034
"926","Ma","HonN","03m","Q4","MC","04b",3,"IS","S",2003,6.512828,14.124377,2004,4.475956,10.428478,1,"growth",0,102.574064,384.003249,0,"Honolua","N","Honolua.N","Honolua.N.Q4","Honolua.N.Q4.2003","Honolua.N.2003","Honolua.N.Q4.MC.04b","2003","2004",1,0,0,1,"growth",1.87377377049453,1.49871996019582,3.51102814299328,-0.375053810298707,-0.0164128790274034
"928","Ma","HonN","03m","Q4","MC","09",3,"RSS","S",2003,2.076648,6.983252,2004,3.154767,10.322911,1,"growth",0,102.574064,384.003249,0,"Honolua","N","Honolua.N","Honolua.N.Q4","Honolua.N.Q4.2003","Honolua.N.2003","Honolua.N.Q4.MC.09","2003","2004",1,0,0,1,"growth",0.730755055326808,1.14891464223594,0.534002950885686,0.418159586909136,-0.0164128790274034
"929","Ma","HonN","03m","Q4","MC","10",3,"RSS","S",2003,3.317651,13.79185,2004,3.878721,11.474324,1,"growth",0,102.574064,384.003249,0,"Honolua","N","Honolua.N","Honolua.N.Q4","Honolua.N.Q4.2003","Honolua.N.2003","Honolua.N.Q4.MC.10","2003","2004",1,0,0,1,"growth",1.19925700239035,1.35550546011699,1.4382173577823,0.156248457726635,-0.0164128790274034
"999","Ma","HonN","03m","Q5","MC","11",3,"SSSS","S",2003,11.261156,18.010238,2004,10.043522,17.392063,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.11","2003","2004",1,0,0,1,"growth",2.42135928174033,2.30692784956152,5.86298077127003,-0.114431432178811,-0.24422832945801
"1003","Ma","HonN","03m","Q5","MC","17",3,"SSIS","S",2003,3.240698,8.784994,2004,1.357959,8.034,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.17","2003","2004",1,0,0,1,"growth",1.17578873870084,0.305982837222707,1.38247915805571,-0.869805901478135,-0.24422832945801
"1004","Ma","HonN","03m","Q5","MC","17a",3,"IS","S",2003,1.350472,5.196115,2004,0.517638,3.464351,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.17a","2003","2004",1,0,0,1,"growth",0.300454160973771,-0.658479122725182,0.0902727028464529,-0.958933283698953,-0.24422832945801
"1005","Ma","HonN","03m","Q5","MC","21",3,"SSSS","S",2003,2.080984,7.227341,2004,0.897463,4.656203,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.21","2003","2004",1,0,0,1,"growth",0.732840858770695,-0.108183385096244,0.53705572428377,-0.841024243866939,-0.24422832945801
"1009","Ma","HonN","03m","Q5","MC","23a",3,"IS","S",2003,0.693661,4.033808,2004,0.664414,4.695419,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.23a","2003","2004",1,0,0,1,"growth",-0.365771910439427,-0.408849829821413,0.133789090466508,-0.0430779193819856,-0.24422832945801
"1012","Ma","HonN","03m","Q5","MC","30",3,"USSS","S",2003,4.638859,12.746624,2004,2.283433,8.871806,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.30","2003","2004",1,0,0,1,"growth",1.53446843082612,0.825680012288443,2.35459336520196,-0.708788418537673,-0.24422832945801
"1013","Ma","HonN","03m","Q5","MC","38",3,"RSSS","S",2003,0.740267,3.881181,2004,0.461617,2.768847,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.38","2003","2004",1,0,0,1,"growth",-0.300744347049678,-0.77301973604352,0.0904471622823373,-0.472275388993842,-0.24422832945801
"1014","Ma","HonN","03m","Q5","MC","39",3,"RSS","S",2003,1.799184,6.875813,2004,3.132718,9.712687,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.39","2003","2004",1,0,0,1,"growth",0.587333228782165,1.14190099834346,0.344960321631682,0.554567769561299,-0.24422832945801
"1016","Ma","HonN","03m","Q5","MC","41",3,"RSS","S",2003,5.984996,13.77559,2004,11.0844,15.042815,1,"growth",0,78.816172,315.439177,0,"Honolua","N","Honolua.N","Honolua.N.Q5","Honolua.N.Q5.2003","Honolua.N.2003","Honolua.N.Q5.MC.41","2003","2004",1,0,0,1,"growth",1.7892556706722,2.40553871440443,3.20143585503263,0.616283043732225,-0.24422832945801
"1023","Ma","HonN","03m","Q1","MC","01",3,"SSSSS","S",2004,11.239347,22.399252,2005,1.488091,6.222715,1,"growth",0,346.930281,1210.539301,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2004","Honolua.N.2004","Honolua.N.Q1.MC.01","2004","2005",1,0,0,1,"growth",2.41942074669249,0.397494090454932,5.85359674952606,-2.02192665623756,2.32672941833526
"1026","Ma","HonN","03m","Q1","MC","04",3,"ISSSS","S",2004,204.274328,108.461109,2005,171.817618,88.898444,1,"growth",0,346.930281,1210.539301,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2004","Honolua.N.2004","Honolua.N.Q1.MC.04","2004","2005",1,0,0,1,"growth",5.31946383558233,5.14643355376845,28.2966954980683,-0.173030281813883,2.32672941833526
"1028","Ma","HonN","03m","Q1","MC","05",3,"SIISS","S",2004,3.7919,12.245266,2005,3.835161,10.269134,1,"growth",0,346.930281,1210.539301,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2004","Honolua.N.2004","Honolua.N.Q1.MC.05","2004","2005",1,0,0,1,"growth",1.33286721273703,1.34421141568508,1.77653500678938,0.0113442029480476,2.32672941833526
"1030","Ma","HonN","03m","Q1","MC","06",3,"SUSSS","S",2004,34.612775,38.497503,2005,66.077278,66.697106,1,"growth",0,346.930281,1210.539301,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2004","Honolua.N.2004","Honolua.N.Q1.MC.06","2004","2005",1,0,0,1,"growth",3.54422283357205,4.19082493587034,12.5615154940135,0.646602102298287,2.32672941833526
"1035","Ma","HonN","03m","Q1","MC","09",3,"SSSSS","S",2004,40.622677,55.51277,2005,53.482949,46.823929,1,"growth",0,346.930281,1210.539301,0,"Honolua","N","Honolua.N","Honolua.N.Q1","Honolua.N.Q1.2004","Honolua.N.2004","Honolua.N.Q1.MC.09","2004","2005",1,0,0,1,"growth",3.70432645747651,3.97936289282267,13.7220345035605,0.275036435346158,2.32672941833526
"1090","Ma","HonN","03m","Q2","MC","11",3,"USISS","S",2004,1.393393,4.624357,2005,1.313912,5.381884,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.11","2004","2005",1,0,0,1,"growth",0.331741779918185,0.273008946739086,0.110052608543286,-0.0587328331790994,-0.395964216016918
"1091","Ma","HonN","03m","Q2","MC","11a",3,"IIS","S",2004,0.524633,3.039082,2005,1.500595,6.206005,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.11a","2004","2005",1,0,0,1,"growth",-0.645056308457275,0.405861696123407,0.416097641080527,1.05091800458068,-0.395964216016918
"1093","Ma","HonN","03m","Q2","MC","19",3,"RSS","S",2004,1.08173,4.787799,2005,1.189061,6.263435,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.19","2004","2005",1,0,0,1,"growth",0.0785616113917383,0.173163920009144,0.0061719267844665,0.0946023086174054,-0.395964216016918
"1096","Ma","HonN","03m","Q2","MC","12",3,"SSSMS","S",2004,14.653356,23.884413,2005,11.551724,22.362351,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.12","2004","2005",1,0,0,1,"growth",2.6846693877269,2.44683468989829,7.20744972139791,-0.237834697828603,-0.395964216016918
"1097","Ma","HonN","03m","Q2","MC","12a",3,"IS","S",2004,2.525769,9.146788,2005,3.711058,11.19286,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.12a","2004","2005",1,0,0,1,"growth",0.926545570815475,1.31131701116678,0.858486694797774,0.384771440351307,-0.395964216016918
"1098","Ma","HonN","03m","Q2","MC","14",3,"SIUSS","S",2004,15.097476,21.60527,2005,13.596908,23.455105,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.14","2004","2005",1,0,0,1,"growth",2.71452757753149,2.60984241395223,7.36865996917899,-0.10468516357926,-0.395964216016918
"1099","Ma","HonN","03m","Q2","MC","22",3,"RSSS","S",2004,13.187241,23.857871,2005,10.606421,22.069755,1,"growth",0,62.99229,529.397288,0,"Honolua","N","Honolua.N","Honolua.N.Q2","Honolua.N.Q2.2004","Honolua.N.2004","Honolua.N.Q2.MC.22","2004","2005",1,0,0,1,"growth",2.579249771233,2.36145957243967,6.65252938240546,-0.217790198793323,-0.395964216016918
"1139","Ma","HonN","03m","Q3","MC","02a",3,"ISS","S",2004,3.369898,11.594707,2005,0.468112,2.821864,1,"growth",0,19.278062,58.480867,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2004","Honolua.N.2004","Honolua.N.Q3.MC.02a","2004","2005",1,0,0,1,"growth",1.2148824768439,-0.759047695456737,1.47593943254237,-1.97393017230064,-0.815141832534673
"1140","Ma","HonN","03m","Q3","MC","03",3,"SSUSS","S",2004,1.554847,5.595323,2005,1.123724,5.241462,1,"growth",0,19.278062,58.480867,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2004","Honolua.N.2004","Honolua.N.Q3.MC.03","2004","2005",1,0,0,1,"growth",0.441377148507401,0.116648169717345,0.194813787224524,-0.324728978790056,-0.815141832534673
"1141","Ma","HonN","03m","Q3","MC","08",3,"RUSS","S",2004,0.839286,3.962926,2005,0.919643,6.262075,1,"growth",0,19.278062,58.480867,0,"Honolua","N","Honolua.N","Honolua.N.Q3","Honolua.N.Q3.2004","Honolua.N.2004","Honolua.N.Q3.MC.08","2004","2005",1,0,0,1,"growth",-0.175203748599617,-0.083769727725665,0.0306963535233577,0.0914340208739516,-0.815141832534673
